,ID,V,e_V,V-R,e_V-R,V-I,e_V-I,abs(V),abs(V-I),abs(V-R),abs(R-I)
127,05214781,18.371,0.025,0.794,0.029,1.609,0.033,9.73293743112328,1.801696,0.8877439999999999,0.9139520000000001
128,05214591,20.693,0.187,1.403,0.201,2.725,0.199,12.054937431123284,2.917696,1.4967439999999999,1.420952
129,05214725,20.015,0.106,0.963,0.119,1.964,0.124,11.376937431123283,2.1566959999999997,1.056744,1.0999519999999998
131,05214761,19.19,0.048,0.625,0.061,1.32,0.072,10.551937431123283,1.5126960000000003,0.718744,0.7939520000000002
132,05214523,19.831,0.092,0.775,0.109,2.035,0.106,11.192937431123282,2.227696,0.868744,1.358952
134,05220813,20.523,0.168,0.631,0.212,1.754,0.208,11.884937431123282,1.946696,0.724744,1.221952
135,05220879,18.758,0.034,0.953,0.039,1.849,0.04,10.119937431123281,2.041696,1.046744,0.9949520000000001
138,05220711,20.857,0.209,1.584,0.219,3.103,0.219,12.218937431123281,3.295696,1.677744,1.617952
139,05220445,20.352,0.145,0.896,0.169,2.27,0.163,11.713937431123282,2.4626959999999998,0.989744,1.4729519999999998
140,05220443,19.601,0.076,1.002,0.085,1.754,0.091,10.962937431123281,1.946696,1.095744,0.8509519999999999
142,05221358,18.295,0.024,0.842,0.028,1.715,0.03,9.656937431123284,1.9076960000000003,0.9357439999999999,0.9719520000000004
143,05220974,21.773,0.481,1.778,0.498,3.686,0.497,13.134937431123282,3.8786959999999997,1.8717439999999999,2.006952
144,05221090,19.103,0.045,0.636,0.057,1.357,0.063,10.464937431123284,1.5496960000000002,0.729744,0.8199520000000002
145,05221373,18.494,0.029,0.619,0.035,1.283,0.041,9.855937431123282,1.475696,0.712744,0.7629519999999999
146,05221459,19.151,0.045,1.386,0.048,3.012,0.047,10.512937431123282,3.2046959999999998,1.479744,1.7249519999999998
147,05221384,18.384,0.025,1.014,0.029,2.047,0.029,9.745937431123282,2.239696,1.107744,1.1319519999999998
148,05221384,18.682,0.033,1.059,0.038,2.088,0.038,10.04393743112328,2.280696,1.152744,1.1279519999999998
149,05221366,19.953,0.097,1.311,0.105,2.21,0.11,11.314937431123282,2.4026959999999997,1.4047439999999998,0.997952
153,05221138,17.772,0.013,0.936,0.015,1.866,0.016,9.13393743112328,2.058696,1.029744,1.0289519999999999
154,05220394,18.023,0.017,0.67,0.022,1.386,0.025,9.384937431123282,1.578696,0.763744,0.8149520000000001
155,05220662,19.697,0.076,1.457,0.08,2.789,0.08,11.058937431123281,2.981696,1.5507440000000001,1.4309519999999998
158,05220040,18.4,0.025,0.805,0.029,1.51,0.033,9.76193743112328,1.7026960000000002,0.898744,0.8039520000000002
161,05222633,19.689,0.083,1.199,0.09,2.326,0.091,11.050937431123282,2.518696,1.2927440000000001,1.2259519999999997
162,05221766,18.692,0.03,1.05,0.033,2.064,0.034,10.053937431123282,2.256696,1.143744,1.1129519999999997
163,05221854,18.625,0.029,1.121,0.032,2.12,0.033,9.986937431123282,2.312696,1.2147439999999998,1.097952
164,05221806,19.672,0.072,0.834,0.085,1.782,0.09,11.033937431123283,1.974696,0.9277439999999999,1.046952
165,05221621,21.285,0.311,0.807,0.377,2.79,0.332,12.646937431123282,2.982696,0.900744,2.081952
166,05221631,20.697,0.195,0.808,0.233,2.068,0.224,12.058937431123281,2.260696,0.9017440000000001,1.3589519999999997
167,05221937,19.42,0.073,1.173,0.08,2.403,0.08,10.781937431123284,2.595696,1.2667439999999999,1.328952
168,05222804,18.898,0.038,0.792,0.045,1.638,0.051,10.259937431123282,1.8306959999999999,0.8857440000000001,0.9449519999999998
171,05222049,19.306,0.056,0.963,0.064,1.746,0.07,10.667937431123283,1.938696,1.056744,0.8819520000000001
172,05222461,18.547,0.029,0.675,0.035,1.406,0.04,9.908937431123283,1.5986960000000001,0.7687440000000001,0.829952
173,05222602,18.019,0.017,1.108,0.019,2.32,0.02,9.38093743112328,2.5126959999999996,1.201744,1.3109519999999997
174,05222511,18.959,0.04,0.771,0.048,1.418,0.057,10.320937431123282,1.6106960000000001,0.864744,0.7459520000000002
175,05222801,19.236,0.054,1.246,0.059,2.736,0.058,10.597937431123283,2.928696,1.3397439999999998,1.5889520000000001
176,05222772,17.767,0.014,0.945,0.017,1.856,0.017,9.128937431123282,2.048696,1.038744,1.0099520000000002
177,05222439,18.77,0.035,0.906,0.042,1.858,0.043,10.131937431123282,2.050696,0.999744,1.0509519999999999
178,05221564,19.709,0.077,0.991,0.089,1.971,0.092,11.070937431123282,2.163696,1.084744,1.078952
179,05222302,17.653,0.012,0.695,0.015,1.403,0.018,9.01493743112328,1.595696,0.7887439999999999,0.8069520000000001
180,05222757,19.028,0.042,0.782,0.051,1.563,0.058,10.38993743112328,1.7556960000000001,0.8757439999999999,0.8799520000000003
181,05221514,18.544,0.028,0.76,0.033,1.559,0.035,9.905937431123283,1.7516960000000001,0.8537440000000001,0.8979520000000001
182,05222771,20.151,0.143,1.312,0.154,3.053,0.15,11.512937431123282,3.2456959999999997,1.405744,1.8399519999999996
183,05212621,20.567,0.195,1.76,0.199,3.327,0.202,11.928937431123282,3.5196959999999997,1.853744,1.6659519999999997
184,05211745,19.701,0.084,0.855,0.099,1.816,0.102,11.062937431123283,2.008696,0.9487439999999998,1.0599520000000002
185,05212798,18.082,0.02,0.793,0.024,1.632,0.026,9.443937431123283,1.824696,0.886744,0.9379520000000001
186,05211689,21.141,0.33,0.916,0.381,2.514,0.357,12.50293743112328,2.7066959999999995,1.009744,1.6969519999999996
190,05211781,20.396,0.144,1.513,0.152,2.372,0.161,11.757937431123283,2.5646959999999996,1.6067439999999997,0.9579519999999999
191,05212274,18.067,0.019,0.708,0.023,1.524,0.026,9.428937431123282,1.716696,0.801744,0.914952
193,05211638,20.003,0.109,0.934,0.127,2.028,0.127,11.364937431123282,2.220696,1.027744,1.1929519999999998
194,05212073,19.433,0.068,1.102,0.074,1.96,0.077,10.794937431123282,2.1526959999999997,1.1957440000000001,0.9569519999999996
196,05211920,18.939,0.043,0.922,0.049,1.769,0.053,10.300937431123282,1.961696,1.015744,0.9459520000000001
197,05211942,19.476,0.063,1.418,0.068,3.267,0.066,10.837937431123281,3.4596959999999997,1.511744,1.9479519999999997
200,05212974,20.016,0.12,0.971,0.133,1.746,0.141,11.37793743112328,1.938696,1.064744,0.8739520000000001
201,05213097,21.183,0.346,0.865,0.413,2.108,0.397,12.544937431123282,2.300696,0.958744,1.3419519999999998
203,05213118,20.548,0.184,0.899,0.216,1.948,0.214,11.90993743112328,2.1406959999999997,0.9927439999999998,1.1479519999999999
208,05213112,20.501,0.173,1.019,0.197,2.238,0.195,11.862937431123283,2.4306959999999997,1.112744,1.3179519999999998
209,05214407,19.349,0.121,1.032,0.13,1.849,0.132,10.710937431123282,2.041696,1.1257439999999999,0.9159520000000001
211,05213470,19.565,0.073,1.026,0.082,2.086,0.082,10.926937431123283,2.2786959999999996,1.119744,1.1589519999999995
212,05214069,19.114,0.05,1.311,0.054,2.481,0.054,10.475937431123283,2.6736959999999996,1.4047439999999998,1.2689519999999999
213,05214303,19.369,0.067,1.036,0.074,2.059,0.076,10.730937431123282,2.251696,1.1297439999999999,1.121952
214,05214322,19.183,0.053,0.933,0.061,1.956,0.062,10.544937431123282,2.1486959999999997,1.026744,1.1219519999999996
215,05214233,18.488,0.168,0.262,0.206,0.768,0.196,9.849937431123282,0.9606960000000001,0.355744,0.6049520000000002
219,05214011,18.734,0.065,0.899,0.071,1.748,0.072,10.095937431123284,1.9406960000000002,0.9927439999999998,0.9479520000000003
220,05215046,19.549,0.068,1.075,0.076,2.023,0.08,10.910937431123282,2.215696,1.168744,1.0469519999999999
221,05215043,20.051,0.107,0.821,0.127,1.971,0.125,11.41293743112328,2.163696,0.914744,1.2489519999999998
225,05214645,17.885,0.062,0.347,0.075,0.981,0.072,9.246937431123284,1.173696,0.44074399999999997,0.732952
226,05215704,19.396,0.059,0.77,0.072,1.5,0.082,10.757937431123283,1.692696,0.8637439999999998,0.8289520000000001
227,05215144,19.108,0.045,1.008,0.052,1.904,0.054,10.469937431123283,2.0966959999999997,1.1017439999999998,0.9949519999999998
229,05215371,18.655,0.034,0.959,0.039,1.781,0.042,10.016937431123283,1.9736960000000001,1.052744,0.9209520000000002
231,05215950,18.076,0.022,0.758,0.026,1.541,0.027,9.437937431123283,1.733696,0.8517439999999998,0.8819520000000001
232,05215696,20.5,0.168,1.544,0.175,2.899,0.177,11.861937431123282,3.0916959999999998,1.6377439999999999,1.453952
233,05215600,18.848,0.037,0.95,0.042,1.831,0.044,10.209937431123281,2.0236959999999997,1.043744,0.9799519999999997
234,05214801,18.164,0.025,0.987,0.027,1.895,0.029,9.525937431123284,2.0876959999999998,1.080744,1.0069519999999998
236,05215895,18.02,0.016,0.93,0.02,1.694,0.022,9.381937431123282,1.886696,1.023744,0.8629519999999999
237,05214975,18.793,0.048,0.856,0.055,1.577,0.057,10.154937431123281,1.769696,0.9497439999999999,0.819952
239,05215449,18.271,0.023,0.786,0.027,1.514,0.03,9.632937431123283,1.7066960000000002,0.8797439999999999,0.8269520000000004
244,05221152,18.772,0.033,0.749,0.041,1.502,0.044,10.13393743112328,1.6946960000000002,0.8427439999999999,0.8519520000000003
246,05220580,18.205,0.019,0.57,0.026,1.252,0.03,9.56693743112328,1.4446960000000002,0.6637439999999999,0.7809520000000003
247,05220727,17.895,0.015,0.9,0.018,1.749,0.019,9.256937431123282,1.941696,0.993744,0.9479520000000001
248,05221383,18.663,0.033,0.82,0.039,1.651,0.043,10.024937431123282,1.8436960000000002,0.9137439999999999,0.9299520000000003
249,05221278,19.845,0.086,1.088,0.097,1.927,0.104,11.206937431123281,2.119696,1.181744,0.9379519999999999
251,05220459,18.048,0.022,0.745,0.025,1.524,0.028,9.40993743112328,1.716696,0.8387439999999999,0.8779520000000001
252,05221238,17.809,0.014,0.843,0.017,1.688,0.018,9.170937431123283,1.8806960000000001,0.9367439999999998,0.9439520000000003
253,05220454,18.182,0.026,0.78,0.03,1.584,0.032,9.54393743112328,1.776696,0.8737440000000001,0.902952
255,05220334,19.174,0.056,0.639,0.067,1.333,0.077,10.535937431123282,1.5256960000000002,0.7327440000000001,0.7929520000000001
256,05220161,20.517,0.204,0.494,0.272,0.71,0.433,11.878937431123282,0.9026959999999998,0.587744,0.3149519999999998
258,05220653,19.765,0.089,1.042,0.099,2.082,0.101,11.126937431123283,2.2746959999999996,1.135744,1.1389519999999995
259,05222310,19.852,0.096,0.793,0.118,1.849,0.116,11.213937431123282,2.041696,0.886744,1.154952
261,05222538,19.195,0.067,1.146,0.073,2.163,0.074,10.556937431123282,2.3556959999999996,1.2397439999999997,1.1159519999999998
262,05222624,19.547,0.08,0.815,0.092,1.658,0.099,10.908937431123283,1.850696,0.9087439999999998,0.9419520000000001
264,05222482,18.59,0.056,0.688,0.067,1.306,0.071,9.951937431123282,1.498696,0.781744,0.716952
266,05221745,19.207,0.05,0.969,0.058,1.878,0.06,10.568937431123283,2.070696,1.062744,1.007952
267,05222951,19.235,0.055,1.116,0.061,1.792,0.069,10.596937431123282,1.9846960000000002,1.209744,0.7749520000000003
269,05222634,17.868,0.014,0.641,0.019,1.27,0.022,9.22993743112328,1.462696,0.7347439999999998,0.7279520000000002
270,05221894,20.409,0.153,1.017,0.172,2.11,0.174,11.770937431123281,2.3026959999999996,1.1107439999999997,1.191952
274,05222024,19.374,0.059,0.814,0.072,1.646,0.076,10.735937431123281,1.8386959999999999,0.9077439999999999,0.930952
275,05221749,18.63,0.03,0.792,0.036,1.61,0.039,9.991937431123281,1.8026960000000003,0.8857440000000001,0.9169520000000002
277,05221628,19.474,0.063,1.067,0.07,1.965,0.075,10.835937431123282,2.157696,1.160744,0.9969520000000001
278,05221572,19.3,0.054,1.255,0.059,2.795,0.058,10.661937431123283,2.9876959999999997,1.3487439999999997,1.638952
279,05222633,18.596,0.029,0.773,0.035,1.598,0.039,9.957937431123282,1.7906960000000003,0.866744,0.9239520000000003
280,05221575,21.025,0.265,0.703,0.327,2.557,0.286,12.38693743112328,2.7496959999999997,0.7967439999999999,1.9529519999999998
281,05222629,18.436,0.028,0.993,0.032,1.919,0.032,9.797937431123282,2.111696,1.086744,1.0249519999999999
283,05222717,18.357,0.025,0.725,0.03,1.531,0.034,9.718937431123281,1.7236960000000001,0.8187439999999999,0.9049520000000002
284,05222939,18.93,0.038,1.15,0.043,2.194,0.044,10.291937431123282,2.3866959999999997,1.2437439999999997,1.142952
286,05222535,20.737,0.214,1.231,0.228,2.757,0.227,12.09893743112328,2.949696,1.3247440000000001,1.6249519999999997
287,05222522,21.554,0.431,1.567,0.451,3.499,0.446,12.91593743112328,3.691696,1.660744,2.030952
288,05222886,19.287,0.055,0.862,0.065,1.649,0.074,10.648937431123281,1.841696,0.9557439999999999,0.8859520000000001
289,05222884,18.696,0.035,0.94,0.04,1.823,0.042,10.057937431123284,2.0156959999999997,1.0337439999999998,0.9819519999999999
290,05222862,18.775,0.036,0.907,0.042,1.747,0.045,10.13693743112328,1.9396960000000003,1.0007439999999999,0.9389520000000005
291,05211861,17.965,0.016,0.83,0.02,1.562,0.022,9.326937431123282,1.7546960000000003,0.9237439999999999,0.8309520000000004
292,05211892,19.301,0.055,0.717,0.072,1.388,0.081,10.66293743112328,1.5806959999999999,0.8107439999999999,0.769952
293,05211907,20.746,0.205,0.941,0.243,2.382,0.227,12.10793743112328,2.574696,1.0347439999999999,1.539952
296,05212314,18.754,0.034,0.663,0.042,1.312,0.05,10.115937431123283,1.5046960000000003,0.7567440000000001,0.7479520000000002
297,05211912,18.357,0.024,0.785,0.028,1.466,0.033,9.718937431123281,1.6586960000000002,0.878744,0.7799520000000002
298,05211947,19.802,0.083,0.996,0.096,1.94,0.1,11.163937431123282,2.1326959999999997,1.0897439999999998,1.0429519999999999
299,05211994,18.974,0.039,0.896,0.046,1.798,0.049,10.335937431123282,1.990696,0.989744,1.000952
301,05212108,19.86,0.091,0.932,0.107,1.785,0.112,11.221937431123282,1.9776960000000001,1.025744,0.9519520000000001
302,05212059,20.018,0.116,1.056,0.13,2.035,0.134,11.379937431123283,2.227696,1.1497439999999999,1.077952
303,05211755,21.165,0.282,1.438,0.3,2.7,0.303,12.526937431123281,2.892696,1.531744,1.360952
304,05212487,17.94,0.016,0.625,0.02,1.256,0.024,9.301937431123283,1.4486960000000002,0.718744,0.7299520000000002
305,05211595,19.067,0.042,0.869,0.05,1.839,0.053,10.428937431123282,2.0316959999999997,0.962744,1.0689519999999997
306,05212833,17.933,0.015,0.678,0.02,1.344,0.022,9.294937431123282,1.5366960000000003,0.771744,0.7649520000000003
307,05212569,18.831,0.036,0.791,0.043,1.564,0.047,10.192937431123282,1.756696,0.884744,0.8719520000000001
308,05211753,17.764,0.014,0.785,0.018,1.571,0.019,9.125937431123281,1.7636960000000002,0.878744,0.8849520000000002
313,05212976,19.471,0.066,1.415,0.069,3.109,0.068,10.832937431123282,3.3016959999999997,1.5087439999999999,1.7929519999999999
315,05212591,17.701,0.013,0.718,0.016,1.46,0.019,9.062937431123283,1.652696,0.8117439999999998,0.8409520000000001
316,05214087,20.82,0.241,0.864,0.285,2.696,0.256,12.181937431123282,2.888696,0.9577439999999999,1.930952
317,05213988,19.908,0.104,1.138,0.116,2.092,0.12,11.269937431123283,2.284696,1.2317439999999997,1.052952
318,05214035,18.38,0.029,0.674,0.035,1.392,0.038,9.741937431123281,1.5846959999999999,0.767744,0.8169519999999999
320,05214271,21.243,0.317,1.194,0.351,3.147,0.332,12.60493743112328,3.3396959999999996,1.2877439999999998,2.051952
325,05213750,20.536,0.241,1.244,0.252,2.015,0.266,11.897937431123284,2.207696,1.337744,0.8699519999999998
326,05213830,20.326,0.211,0.657,0.244,1.764,0.236,11.687937431123283,1.9566960000000002,0.7507439999999999,1.2059520000000004
327,05213440,19.195,0.049,1.473,0.053,1.425,0.067,10.556937431123282,1.6176960000000002,1.5667440000000001,0.05095200000000011
329,05213263,20.791,0.241,0.695,0.289,2.228,0.265,12.152937431123283,2.420696,0.7887439999999999,1.631952
330,05213028,19.228,0.05,0.736,0.063,1.422,0.071,10.589937431123284,1.6146960000000001,0.829744,0.7849520000000001
332,05213150,19.848,0.092,0.902,0.107,1.702,0.119,11.209937431123281,1.894696,0.995744,0.898952
334,05213193,19.564,0.07,0.961,0.081,1.884,0.085,10.925937431123282,2.0766959999999997,1.054744,1.0219519999999997
336,05213680,20.502,0.187,1.328,0.199,2.728,0.198,11.863937431123281,2.920696,1.4217440000000001,1.4989519999999998
337,05213556,18.535,0.031,0.713,0.037,1.43,0.04,9.896937431123282,1.6226960000000001,0.8067439999999999,0.8159520000000002
339,05213617,18.579,0.035,1.295,0.037,2.512,0.037,9.940937431123283,2.7046959999999998,1.3887439999999998,1.315952
340,05213672,19.973,0.116,0.973,0.13,2.001,0.131,11.334937431123281,2.1936959999999996,1.066744,1.1269519999999997
341,05215870,19.427,0.064,0.675,0.078,1.137,0.098,10.788937431123282,1.329696,0.7687440000000001,0.5609519999999999
342,05215898,18.132,0.018,1.17,0.02,2.627,0.02,9.493937431123284,2.8196959999999995,1.2637439999999998,1.5559519999999998
343,05215542,17.952,0.016,0.784,0.021,1.55,0.021,9.313937431123284,1.7426960000000002,0.8777440000000001,0.8649520000000002
344,05215386,20.391,0.151,0.983,0.171,2.116,0.171,11.75293743112328,2.308696,1.076744,1.231952
346,05215332,17.847,0.014,0.7,0.018,1.408,0.02,9.208937431123283,1.600696,0.793744,0.8069519999999999
349,05215814,18.935,0.037,0.744,0.047,1.59,0.048,10.29693743112328,1.7826960000000003,0.837744,0.9449520000000002
350,05215707,20.169,0.118,1.227,0.128,2.394,0.13,11.530937431123283,2.586696,1.3207440000000001,1.2659519999999997
352,05215530,21.428,0.386,1.625,0.402,3.08,0.407,12.789937431123283,3.272696,1.7187439999999998,1.553952
353,05215929,18.4,0.026,0.677,0.031,1.348,0.037,9.76193743112328,1.5406960000000003,0.7707439999999999,0.7699520000000004
356,05215249,19.303,0.058,0.818,0.069,1.575,0.076,10.664937431123283,1.7676960000000002,0.9117439999999999,0.8559520000000003
357,05215212,18.831,0.037,0.929,0.042,1.058,0.062,10.192937431123282,1.2506960000000003,1.022744,0.22795200000000015
359,05215111,18.667,0.035,1.037,0.038,1.953,0.041,10.028937431123284,2.145696,1.1307439999999997,1.0149520000000003
360,05215066,17.914,0.015,1.027,0.018,1.916,0.018,9.275937431123284,2.1086959999999997,1.120744,0.9879519999999997
361,05214559,20.199,0.13,1.144,0.146,2.116,0.15,11.560937431123284,2.308696,1.237744,1.070952
362,05214565,18.812,0.038,0.789,0.046,1.482,0.051,10.173937431123283,1.6746960000000002,0.882744,0.7919520000000002
365,05214875,18.826,0.04,0.971,0.045,1.92,0.046,10.187937431123283,2.1126959999999997,1.064744,1.0479519999999998
368,05214952,19.987,0.109,0.697,0.134,1.835,0.133,11.34893743112328,2.0276959999999997,0.7907439999999999,1.2369519999999998
369,05215037,21.463,0.4,1.862,0.41,3.375,0.415,12.824937431123283,3.5676959999999998,1.955744,1.6119519999999998
370,05215603,19.987,0.103,0.985,0.118,2.285,0.116,11.34893743112328,2.477696,1.078744,1.398952
371,05221105,19.611,0.068,1.206,0.075,2.314,0.076,10.972937431123283,2.506696,1.2997439999999998,1.206952
373,05221093,19.474,0.062,0.853,0.074,1.684,0.081,10.835937431123282,1.8766960000000001,0.946744,0.9299520000000001
375,05220510,19.673,0.077,0.717,0.094,1.43,0.105,11.03493743112328,1.6226960000000001,0.8107439999999999,0.8119520000000002
376,05220378,20.618,0.173,1.328,0.187,3.095,0.181,11.97993743112328,3.287696,1.4217440000000001,1.8659519999999998
377,05220358,20.169,0.117,1.159,0.128,2.065,0.135,11.530937431123283,2.2576959999999997,1.252744,1.0049519999999996
378,05221355,18.928,0.039,0.782,0.046,1.595,0.051,10.289937431123283,1.7876960000000002,0.8757439999999999,0.9119520000000003
379,05220478,19.586,0.065,0.747,0.081,1.671,0.084,10.94793743112328,1.8636960000000002,0.8407439999999999,1.0229520000000003
380,05221476,19.233,0.051,0.908,0.059,1.649,0.065,10.594937431123283,1.841696,1.001744,0.839952
381,05221356,19.055,0.045,1.129,0.05,2.071,0.051,10.416937431123282,2.263696,1.2227439999999998,1.040952
382,05220101,19.273,0.066,0.655,0.081,1.516,0.085,10.634937431123282,1.708696,0.7487440000000001,0.9599519999999999
383,05221399,17.671,0.013,1.037,0.015,2.156,0.015,9.032937431123282,2.348696,1.1307439999999997,1.2179520000000001
