ID,Unnamed: 0,V,e_V,V-R,e_V-R,V-I,e_V-I,abs(V),abs(V-I),abs(V-R),abs(R-I),dif_VI,dif_VR
5212440,1,17.334,0.089,0.598,0.117,0.957,0.161,8.695937431123282,1.149696,0.6917439999999999,0.4579520000000001,-2.299775909738301,-1.2287117808021915
5212528,2,15.616,0.022,0.685,0.03,1.343,0.033,6.977937431123282,1.535696,0.7787439999999999,0.7569520000000001,1.1103121151930413,1.3132897953121212
5212942,6,17.236,0.044,0.567,0.06,1.276,0.068,8.597937431123283,1.4686960000000002,0.660744,0.8079520000000002,-0.7904601595279201,-1.4304593620504686
5212026,7,15.719,0.011,0.828,0.015,1.601,0.016,7.0809374311232816,1.793696,0.921744,0.8719520000000001,2.0401482067977064,2.5077502053089162
5214060,9,16.13,0.013,0.734,0.017,1.396,0.02,7.491937431123281,1.588696,0.8277439999999998,0.7609520000000001,0.8146908081619024,1.2519746017178246
5214022,15,16.163,0.014,0.649,0.019,1.339,0.022,7.524937431123282,1.531696,0.7427439999999998,0.7889520000000001,0.5466978109807812,0.4284349094951052
5220234,35,17.412,0.042,1.025,0.05,1.946,0.053,8.773937431123281,2.138696,1.1187439999999995,1.0199520000000002,1.6144808845955296,2.480399462648906
5221173,41,16.501,0.024,0.778,0.029,1.552,0.031,7.862937431123283,1.744696,0.8717439999999999,0.8729520000000002,1.0677692161882124,1.2803121920182914
5220019,43,16.382,0.018,0.784,0.023,1.514,0.025,7.743937431123284,1.7066960000000002,0.8777440000000001,0.8289520000000001,1.037287533554677,1.4532367242679154
5220884,46,14.656,0.004,1.061,0.005,2.065,0.005,6.017937431123283,2.257696,1.1547439999999998,1.102952,4.779181452832622,5.524892156182755
5212242,64,13.801,0.003,0.779,0.004,1.563,0.004,5.162937431123282,1.755696,0.872744,0.8829520000000002,3.810739200035089,3.9893085030588953
5211764,69,17.528,0.045,1.038,0.054,1.92,0.056,8.88993743112328,2.112696,1.131744,0.9809519999999996,1.407296524638884,2.469156567182754
5214145,78,17.32,0.038,1.051,0.045,1.974,0.047,8.681937431123282,2.166696,1.144744,1.021952,1.8039159620567347,2.7812596256833917
5213087,87,17.114,0.035,0.832,0.042,1.591,0.046,8.475937431123283,1.7836960000000002,0.925744,0.8579520000000003,0.6065111815420021,1.147996979451845
5215218,92,16.856,0.024,0.721,0.031,1.527,0.034,8.217937431123284,1.719696,0.8147439999999999,0.9049520000000002,0.6146080327168288,0.4066874255485686
5215180,93,17.207,0.037,-0.681,0.1,-0.355,0.178,8.568937431123283,-0.1623039999999999,-0.587256,0.424952,-9.432780004951955,-15.703448369798956
5214939,97,17.068,0.031,0.635,0.041,1.33,0.048,8.429937431123284,1.522696,0.7287440000000001,0.793952,-0.39575291033250437,-0.6091445896083041
5214682,111,16.312,0.015,0.871,0.019,1.815,0.02,7.673937431123283,2.007696,0.9647439999999998,1.042952,2.2480098639422845,2.2906068397280315
5214752,117,13.945,0.003,0.565,0.004,1.155,0.004,5.306937431123282,1.3476960000000002,0.658744,0.6889520000000002,1.9799086079225363,1.8410929528561741
5220737,120,17.624,0.05,0.856,0.064,1.618,0.07,8.985937431123281,1.8106960000000003,0.949744,0.8609520000000004,0.20057847429571218,0.848259020047232
5220714,122,17.357,0.041,0.932,0.052,1.816,0.055,8.718937431123281,2.008696,1.025744,0.982952,1.2066378653248435,1.7671461941147708
